D
16258
16251
16245
16243
16244
16247
16252
16258
16266
16274
16282
16288
16290
16289
16282
16276
16279
16279
16274
16274
16277
16279
16278
16273
16274
16277
16272
16262
16252
16245
16238
16229
16221
16217
16215
16216
16220
16225
16229
16233
16238
16244
16251
16255
16253
16250
16252
16253
16257
16259
16262
16268
16276
16284
16289
16289
16289
16290
16286
16282
16280
16281
16283
16282
16279
16277
16270
16260
16252
16244
16237
16234
16235
16242
16244
16245
16246
16249
16256
16261
16259
16253
16248
16245
16243
16242
16239
16239
16240
16244
16248
16252
16254
16255
16257
16259
16259
16256
16255
16257
16259
16259
16257
16254
16254
16255
16256
16256
16257
16254
16242
16227
16212
16202
16198
16195
16195
16194
16195
16196
16196
16198
16202
16202
16201
16197
16191
16188
16187
16184
16182
16184
16187
16190
16192
16193
16194
16196
16197
16197
16194
16194
16196
16197
16196
16195
16193
16196
16198
16199
16199
16202
16204
16205
16205
16206
16209
16210
16210
16211
16210
16209
16210
16210
16209
16210
16209
16210
16210
16210
16211
16212
16213
16210
16200
16185
16171
16158
16147
16141
16140
16140
16140
16140
16143
16150
16155
16156
16155
16151
16147
16142
16137
16136
16135
16135
16136
16135
16134
16137
16142
16144
16145
16146
16146
16146
16147
16147
16147
16150
16150
16150
16149
16150
16151
16151
16152
16153
16152
16151
16152
16155
16158
16159
16160
16160
16159
16158
16158
16160
16162
16162
16161
16159
16149
16137
16125
16116
16110
16107
16108
16106
16106
16110
16116
16118
16118
16118
16118
16116
16111
16106
16104
16103
16103
16102
16103
16106
16109
16112
16113
16113
16114
16115
16114
16114
16115
16115
16115
16116
16116
16118
16120
16119
16119
16121
16122
16123
16123
16124
16127
16128
16127
16128
16130
16133
16132
16132
16133
16135
16136
16133
16121
16111
16102
16094
16089
16086
16086
16085
16087
16092
16097
16102
16104
16104
16106
16105
16101
16097
16093
16093
16094
16095
16097
16098
16101
16105
16106
16108
16109
16111
16112
16112
16112
16113
16115
16116
16118
16116
16117
16118
16119
16120
16119
16121
16123
16124
16124
16123
16124
16127
16128
16129
16130
16132
16133
16133
16131
16124
16114
16104
16097
16092
16091
16090
16090
16094
16099
16102
16103
16107
16109
16108
16103
16098
16095
16092
16091
16091
16091
16094
16099
16100
16102
16103
16106
16108
16108
16108
16109
16111
16112
16112
16113
16114
16115
16114
16113
16115
16116
16117
16115
16115
16115
16117
16118
16119
16119
16120
16123
16126
16126
16125
16123
16120
16111
16102
16096
16092
16091
16089
16089
16092
16097
16101
16104
16107
16110
16110
16107
16102
16100
16096
16095
16095
16095
16097
16099
16101
16105
16107
16108
16109
16110
16113
16115
16114
16114
16114
16116
16119
16119
16119
16118
16118
16121
16122
16121
16122
16122
16124
16124
16122
16124
16128
16129
16126
16123
16117
16111
16105
16100
16095
16094
16096
16099
16101
16104
16110
16115
16117
16116
16115
16112
16108
16105
16102
16102
16104
16105
16106
16109
16112
16115
16117
16116
16117
16119
16120
16120
16121
16122
16124
16125
16127
16127
16128
16129
16130
16129
16130
16131
16132
16132
16132
16133
16134
16136
16135
16130
16122
16115
16110
16108
16105
16104
16105
16108
16111
16116
16121
16124
16124
16124
16122
16120
16116
16112
16111
16111
16113
16115
16118
16120
16124
16126
16127
16129
16130
16131
16131
16133
16133
16133
16133
16133
16134
16136
16137
16136
16137
16138
16139
16139
16139
16138
16140
16141
16141
16141
16141
16135
16127
16120
16115
16113
16111
16111
16112
16114
16119
16123
16128
16131
16132
16130
16127
16124
16122
16118
16116
16115
16119
16122
16125
16127
16129
16131
16133
16133
16133
16134
16135
16136
16136
16136
16139
16140
16140
16140
16140
16142
16143
16143
16141
16142
16145
16146
16146
16146
16145
16144
16138
16129
16120
16117
16116
16115
16114
16115
16119
16122
16125
16128
16131
16131
16128
16124
16121
16119
16116
16116
16116
16119
16122
16124
16126
16128
16130
16132
16132
16132
16134
16135
16135
16135
16137
16138
16138
16139
16140
16141
16142
16142
16142
16141
16142
16141
16142
16145
16147
16147
16146
16139
16131
16124
16118
16113
16112
16110
16113
16114
16118
16124
16127
16129
16127
16125
16123
16119
16116
16114
16111
16112
16115
16118
16120
16122
16125
16127
16127
16129
16127
16128
16129
16130
16131
16131
16133
16134
16137
16136
16136
16138
16138
16139
16139
16139
16139
16140
16141
16141
16142
16142
16140
16132
16122
16115
16111
16109
16107
16106
16108
16112
16115
16120
16123
16123
16121
16119
16116
16112
16109
16107
16108
16109
16110
16113
16116
16120
16121
16121
16123
16123
16123
16124
16125
16127
16127
16127
16128
16131
16131
16134
16133
16133
16135
16135
16134
16133
16135
16136
16138
16137
16138
16138
16137
16130
16121
16113
16107
16104
16103
16101
16103
16107
16111
16114
16116
16117
16117
16114
16111
16108
16106
16104
16105
16106
16107
16111
16116
16117
16119
16121
16122
16124
16125
16126
16126
16127
16127
16128
16128
16133
16132
16133
16134
16135
16138
16138
16138
16137
16139
16139
16140
16141
16143
16143
16142
16138
16129
16121
16115
16112
16110
16109
16110
16115
16120
16125
16126
16128
16127
16126
16123
16118
16116
16115
16115
16116
16117
16119
16124
16126
16128
16129
16130
16131
16133
16132
16133
16133
16134
16135
16137
16139
16140
16140
16142
16143
16144
16146
16146
16146
16145
16146
16148
16149
16149
16149
16146
16138
16129
16123
16118
16116
16115
16114
16116
16122
16125
16127
16128
16130
16131
16131
16131
16130
16128
16127
16128
16129
16131
16135
16137
16140
16141
16144
16146
16146
16146
16147
16150
16150
16150
16151
16153
16153
16155
16154
16155
16157
16158
16160
16161
16160
16161
16163
16163
16164
16165
16169
16170
16168
16160
16150
16142
16136
16132
16131
16131
16132
16134
16140
16144
16147
16148
16147
16146
16144
16141
16139
16138
16138
16139
16141
16143
16146
16149
16151
16154
16155
16157
16158
16160
16159
16161
16162
16163
16163
16163
16163
16163
16163
16164
16164
16166
16166
16168
16169
16170
16169
16170
16171
16174
16174
16174
16172
16165
16155
16146
16141
16140
16142
16141
16140
16143
16149
16155
16156
16155
16154
16152
16150
16147
16145
16143
16144
16145
16146
16149
16152
16155
16157
16159
16161
16162
16163
16164
16166
16167
16167
16167
16168
16169
16169
16171
16172
16171
16170
16169
16170
16170
16171
16170
16171
16171
16172
16174
16175
16176
16172
16164
16154
16145
16140
16135
16136
16135
16135
16138
16147
16154
16156
16158
16157
16155
16150
16147
16144
16144
16143
16143
16144
16147
16149
16151
16152
16155
16157
16156
16157
16159
16159
16159
16159
16161
16162
16164
16167
16167
16168
16170
16170
16172
16173
16175
16175
16175
16177
16179
16180
16181
16182
16184
16185
16179
16168
16157
16150
16146
16144
16143
16144
16145
16149
16155
16157
16160
16160
16159
16157
16154
16150
16147
16146
16148
16151
16152
16156
16159
16162
16164
16165
16166
16166
16166
16167
16167
16170
16170
16168
16168
16169
16169
16170
16170
16170
16171
16172
16172
16175
16176
16176
16176
16177
16180
16180
16180
16179
16177
16169
16160
16151
16144
16142
16141
16140
16141
16143
16148
16153
16157
16158
16157
16154
16151
16147
16145
16142
16140
16142
16144
16146
16149
16153
16157
16159
16159
16160
16161
16164
16166
16165
16164
16165
16168
16171
16173
16175
16175
16176
16178
16179
16179
16180
16180
16179
16179
16181
16181
16182
16183
16185
16183
16177
16167
16157
16150
16147
16144
16143
16143
16146
16151
16156
16161
16163
16165
16162
16159
16155
16151
16149
16147
16147
16150
16153
16154
16157
16161
16164
16165
16166
16166
16167
16168
16168
16167
16168
16168
16171
16172
16171
16172
16174
16173
16173
16174
16174
16175
16175
16176
16176
16178
16180
16180
16175
16165
16155
16149
16145
16143
16143
16142
16145
16149
16153
16158
16162
16164
16162
16158
16155
16152
16150
16148
16149
16152
16153
16156
16159
16161
16164
16165
16166
16167
16168
16167
16169
16170
16170
16169
16171
16173
16175
16174
16172
16173
16175
16175
16174
16174
16175
16177
16178
16178
16178
16174
16165
16153
16146
16145
16144
16145
16145
16147
16153
16159
16162
16163
16162
16161
16159
16154
16148
16149
16149
16151
16153
16154
16158
16161
16164
16163
16163
16163
16165
16168
16167
16166
16166
16167
16170
16170
16171
16169
16170
16171
16173
16171
16172
16175
16176
16175
16175
16174
16174
16166
16157
16150
16146
16146
16145
16143
16146
16151
16157
16163
16168
16170
16170
16168
16163
16160
16159
16158
16157
16160
16164
16168
16172
16176
16180
16184
16185
16184
16183
16183
16186
16190
16191
16190
16189
16188
16187
16185
16185
16185
16187
16187
16186
16185
16183
16182
16181
16176
16165
16147
16132
16120
16113
16111
16112
16113
16118
16120
16122
16124
16128
16132
16131
16128
16124
16122
16123
16125
16129
16131
16133
16136
16143
16149
16154
16157
16158
16157
16155
16153
16150
16147
16148
16150
16152
16154
16154
16153
16153
16153
16155
16156
16153
16149
16146
16142
16130
16119
16110
16104
16098
16097
16098
16097
16098
16103
16114
16126
16133
16134
16133
16132
16132
16138
16147
16156
16160
16165
16168
16172
16172
16174
16177
16182
16185
16183
16181
16182
16182
16182
16180
16179
16175
16174
16170
16169
16168
16167
16167
16172
16171
16161
16150
16141
16134
16132
16132
16132
16135
16135
16138
16140
16143
16144
16144
16140
16136
16135
16135
16134
16136
16138
16137
16137
16139
16138
16139
16142
16144
16143
16143
16141
16140
16140
16142
16146
16150
16156
16159
16161
16163
16166
16170
16172
16172
16166
16154
16143
16134
16127
16121
16118
16115
16115
16115
16119
16126
16133
16139
16137
16134
16130
16129
16127
16123
16119
16116
16115
16115
16118
16123
16127
16130
16133
16134
16134
16135
16138
16140
16143
16145
16146
